RILS,BLOCK,Genos,LPCs,PCs,PCs_LPCs,PC32_1-LPC_18_1,PC34_1-LPC_18_1,PC36_1-LPC_18_1,PC36_2-LPC_18_1,PC32_1-LPC_18_2,PC34_1-LPC_18_2,PC36_1-LPC_18_2,PC36_2-LPC_18_2,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_5_A,PC_38_2,PC_38_5_A,PC_p_36_3__PC_o_36_4,PE_34_2,SM_d32_1,TG_46_3,TG_48_0,TG_48_3,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_3,TG_54_4,TG_54_5,TG_56_4
LANMLR17B135,MT2,RIL,1503796,10785474,7.172165639,0.07700517972,1.37623607,0.05432951394,1.760351593,0.006256876272,0.1118228519,0.004414417938,0.1430332629,150601,23771,95565,1176146,57713,7084,22861,7359,14586,29495,131520,4003787,1973570,26540,89274,108178,5192,168228,255118,205503,1851809,1818834,2863,19584,44089,44073,3838,1620,3104,1083,2542,14696,7143,1134,3663,2731,11692,68949,115371,52918,2450,2456,27002,1764
B73_NAM,MT3,B73,2089780,15248848,7.296867613,1.120834859,13.20589528,0.7610032955,20.38051996,0.02141420501,0.252306347,0.0145394127,0.3893817444,68066,NA,27310,1429425,564979,NA,19531,30610,40741,68214,360653,5019577,2372690,43560,51041,44960,20783,556592,293400,326202,2324303,3556706,17655,25761,1755,614270,NA,NA,2243,NA,3740,25558,33940,NA,26883,5627,38580,NA,NA,16306,3754,19254,117086,NA
LANMLR17B140,MT3,RIL,2079440,15339179,7.376591294,0.8372961957,9.921238111,0.6750594429,16.25823709,0.01198897161,0.1420589782,0.009665956367,0.2327964033,41742,NA,23552,1644845,369301,NA,28946,19720,32802,113231,233665,5183264,2142732,20977,83001,33531,15899,382914,376120,218168,3078193,3305536,16226,10662,10715,480878,NA,NA,4635,NA,5411,34567,17971,NA,21409,14738,24551,NA,NA,11300,11280,40458,91315,NA
LANMLR17B119,MT3,RIL,1338498,10010655,7.479021261,0.03191853568,1.603331184,0.1204449009,0.9973248621,0.00387968618,0.194884311,0.01464003306,0.1212244673,73167,11305,125601,1033331,95094,5454,37905,4009,16394,32545,201380,3803079,1468191,18168,55682,37040,15128,125265,400843,111006,2168285,1479056,3118,3015,25092,130782,4106,3793,9163,3401,30067,83306,33024,9720,14906,39395,76975,214410,355264,139175,16742,44319,113729,3100
LANMLR17B044,MT3,RIL,2050156,15585689,7.602196613,0.2368655038,3.583226549,0.2713329323,3.596563718,0.01110882169,0.1680507467,0.01272531928,0.1686762504,98157,NA,76478,1630686,244835,NA,31451,18115,23458,25861,274038,5785488,2416826,13432,56593,24810,20751,275058,413441,136649,3491573,2513181,11379,3523,12695,97059,NA,NA,5807,NA,13719,44615,24972,NA,17144,23426,51896,NA,NA,20907,18138,45400,114732,NA
LANMLR17B037,MT2,RIL,1896781,14905506,7.858316801,0.2082187691,2.402764472,0.2386628015,4.282580838,0.01244195711,0.1435753974,0.01426111755,0.255902421,294936,NA,80377,1345126,176342,NA,39756,16736,25206,47184,193127,5405256,2592272,27123,95479,99980,19183,344221,328858,276920,2761052,2451941,24685,22287,60333,289219,NA,NA,22156,NA,35089,63795,44649,NA,41047,63818,46177,NA,NA,35184,61285,94867,181848,NA
PT_MEXI5,MT1,PT,1342061,10937333,8.149654151,0.2471560465,6.612150688,0.3323922183,4.153161322,0.01456611959,0.389686512,0.01958950579,0.2447661927,74920,5366,48524,823349,389902,13140,8591,11993,15514,19217,320848,3650226,2426413,21176,28089,39257,16129,201528,242366,227841,1487312,2186008,13057,5894,2734,55874,1579,4922,3744,6030,5431,59438,58297,3467,8897,11499,16506,75157,125587,85206,4512,8130,13185,765
LANMLR17B106,MT2,RIL,1744386,14681651,8.416515037,0.87186607,10.24254596,2.773332614,18.33603817,0.02557955597,0.3005046151,0.08136641541,0.5379584444,95729,NA,37094,1264330,347233,NA,63646,32341,16300,38880,379937,4322718,3050756,22434,53411,41596,102874,680157,277119,929133,2039649,2445063,53175,31232,16788,347790,NA,NA,67408,NA,17879,80618,89684,NA,37394,70897,91304,NA,NA,42059,44859,115281,209001,NA
LANMLR17B152,MT2,RIL,1702930,14551200,8.544802194,0.2055721506,2.295496694,0.2264110877,3.834831604,0.01159174329,0.1294378072,0.01276680328,0.2162373813,175111,NA,70637,1252702,204480,NA,24721,14521,21819,40375,162147,4537941,2917802,31153,87772,104704,15993,270881,296185,301765,2503992,3043302,9193,19444,42704,188860,NA,NA,11461,NA,156303,94499,128537,NA,18481,184561,163412,NA,NA,53475,99720,184764,202379,NA
LANMLR17B013,MT2,RIL,1570769,14804023,9.424697712,0.2909270615,3.086231241,0.7293650153,3.334849524,0.02468558949,0.2618712646,0.06188769537,0.2829668919,121714,NA,99152,1168536,181367,NA,199772,28846,17820,NA,306006,5349308,2920693,25387,86035,83031,72318,330657,298980,264771,2572273,2057137,25822,24486,72849,267440,NA,NA,71781,NA,20983,55910,37413,NA,12548,37157,60772,NA,NA,19210,41694,58257,121224,NA
LANMLR17B115,MT3,RIL,1556490,14995882,9.634422322,1.554642257,8.276693977,1.489498546,6.980998639,0.04960442654,0.2640869027,0.04752586704,0.2227447715,59453,NA,37471,1174371,285195,NA,204937,58254,46852,305816,310136,4630940,2592178,7967,85759,60307,55813,261585,312985,199938,2723735,2953167,17938,29494,92941,531501,NA,NA,104260,NA,22328,30761,26691,NA,43508,36059,12784,NA,NA,27126,35759,27555,42826,NA
B73_NAM,MT3,B73,1610089,15524290,9.641883151,2.059848146,23.60977477,1.776558413,34.1438142,0.02659089037,0.3047821432,0.02293386047,0.4407676468,33624,NA,15673,1214100,346692,NA,30533,32284,45876,51588,370036,4692645,2236551,39221,81661,44700,27844,535136,538680,389980,2651516,3635147,17990,19154,7553,588554,NA,NA,27019,NA,7348,43549,25543,NA,21786,23998,50256,NA,NA,10416,15770,70696,179341,NA
LANMLR17B109,MT2,RIL,850837,8567443,10.06942928,0.1591505491,1.706992905,0.1099475168,1.529594713,0.01126091277,0.1207805962,0.00777948554,0.1082285467,86036,23750,41156,581658,118237,2637,33423,6550,4345,30783,70253,3001529,2164141,22950,51320,56118,4525,62952,127156,106657,1401643,1396911,3183,4653,15714,54517,31316,1486,6129,5137,19351,154783,132274,2506,6673,41557,58190,593725,1089836,792320,18397,48599,116193,5465
LANMLR17B144,MT3,RIL,1578214,16003511,10.14026678,1.130640061,15.85804641,1.010511781,21.76134693,0.02256221185,0.3164513758,0.02016502128,0.4342532489,38673,NA,22451,1125067,392023,NA,14117,25384,31178,61622,356029,4556130,2278173,40180,72699,52663,22687,488564,467493,380191,2884174,4180736,20109,13888,9205,545210,NA,NA,3858,NA,2561,13064,11557,NA,3604,7441,13600,NA,NA,8683,5703,15928,44603,NA
LANMLR17B055,MT1,RIL,1104325,11248882,10.18620605,0.4499096994,4.126243847,0.4024575941,5.389071851,0.01449382829,0.1329268293,0.01296516005,0.1736087978,52176,7383,28239,876580,139947,11463,15768,12705,24872,60561,116521,3552227,1626142,21490,36828,19754,11365,152182,364583,169711,2574672,2447063,10562,10723,9690,224349,8522,433,1366,518,2532,3472,8185,695,2686,6325,7179,42734,51714,41742,1793,7279,17253,1304
LANMLR17B144,MT1,RIL,987372,10162508,10.29248146,0.1304521745,1.532449038,0.103155301,1.556929822,0.01106043422,0.1299292393,0.00874605905,0.1320048512,72723,19405,62498,737132,95614,11530,24508,8153,10526,38050,95775,NA,2303576,35257,102054,150857,6447,97305,240424,181208,2226582,4572781,15789,29626,NA,119259,32175,NA,6569,NA,14797,57741,NA,NA,NA,15476,39301,238879,406137,321308,11365,43956,94975,NA
LANMLR17B106,MT3,RIL,1484938,15750604,10.60691019,0.6170319814,10.77149232,0.9738373365,12.74517653,0.02596641038,0.453294154,0.04098176543,0.5363522381,66221,NA,45714,1086288,286715,NA,71276,28207,47460,30823,492408,4813827,2567420,28217,51809,33757,44518,582633,702655,485156,2573296,3117113,25469,11539,5985,280288,NA,NA,7831,NA,17810,57758,49947,NA,55768,40808,86111,NA,NA,18607,25129,99382,222436,NA
LANMLR17B146,MT1,RIL,1005742,11445293,11.37994933,0.07856547602,5.211356648,0.4076266559,5.156958533,0.003551368849,0.2355672058,0.01842581094,0.2331082661,69551,8628,34799,769844,122920,5435,22248,2734,16067,23605,181350,3582687,2187841,18453,46694,28801,14185,179457,319312,229049,2056238,2506730,11031,8869,4507,82184,6132,1523,2306,1808,2802,8516,2465,1249,1396,6469,8462,51616,80603,51948,1578,8682,21264,1251
LANMLR17B048,MT2,RIL,1288020,15252420,11.84175712,0.151405943,2.75720776,0.2080058939,1.66947446,0.03539412763,0.6445517356,0.04862548331,0.390272607,288398,NA,162880,696754,139988,NA,55803,24661,21703,NA,449094,5231058,2716143,36442,149715,204666,33880,271924,636048,211476,2718997,2287230,6810,8366,92203,219289,NA,NA,29852,NA,35682,117388,78358,NA,6436,67606,159428,NA,NA,25895,57060,116191,303036,NA
LANMLR17B074,MT2,RIL,1357594,16174602,11.91416727,0.2366071429,4.234445067,0.3075952915,3.496967088,0.02495853091,0.4466709112,0.0324467237,0.3688779642,158365,NA,99904,947091,152234,NA,25278,23638,23202,46763,423038,5892134,2840324,26049,84715,73589,30730,349361,585388,248836,2898947,2475713,19227,13085,33023,179305,NA,NA,7449,NA,12916,42232,27471,NA,9828,26375,41404,NA,NA,11383,22583,41831,96762,NA
LANMLR17B102,MT2,RIL,928391,12853821,13.8452667,0.4678692221,4.832987599,0.3165050733,3.548906426,0.03738738739,0.3862036036,0.02529189189,0.2835927928,12428,17041,44350,555000,299572,16900,32716,20750,15249,36958,214343,8771,3147983,37608,45195,77447,14037,157394,186750,303071,2083934,6426428,6680,21607,NA,211967,6717,NA,110065,NA,93445,47875,NA,NA,NA,189503,67791,49236,52032,25735,156517,96100,82946,NA
LANMLR17B120,MT2,RIL,701004,10023958,14.29943053,0.3464169841,2.41095359,0.1844406827,3.253032868,0.02425659692,0.1688183089,0.01291479201,0.227781866,122199,24220,28356,404962,121267,3041,29458,9823,6301,NA,68365,2984359,3393505,27763,48719,106059,5230,92243,74750,180088,1237129,1717438,6364,7957,25366,58427,42697,3089,26154,7869,23878,78559,95595,3117,7037,33606,34899,199357,477698,525362,23850,26031,60317,4932
LANMLR17B102,MT1,RIL,1045459,16181385,15.47778057,1.140905391,10.27122783,0.8727214809,16.89342725,0.04816709802,0.4336338858,0.03684482645,0.7132119567,89010,NA,28253,669212,258984,NA,54519,32234,30100,47351,290193,4978672,4418821,22920,70161,68350,24657,477290,268502,612020,1627800,2995651,4701,8285,10673,301089,NA,NA,12333,NA,39791,153284,186550,NA,5549,63973,78845,NA,NA,27627,8052,34065,66871,NA
LANMLR17B108,MT3,RIL,993023,15829353,15.94057036,0.2646298727,6.807758399,0.3427686146,5.69521155,0.03198155476,0.8227442195,0.04142492723,0.6882885829,217656,NA,73907,611540,89920,NA,52642,19558,39851,42615,503141,5477904,1736540,17341,94611,30246,25333,420916,765016,178606,3614129,2748099,14340,7242,14687,247412,NA,NA,9239,NA,17179,85360,37173,NA,27796,43617,150965,NA,NA,13426,33052,160536,504924,NA
LANMLR17B125,MT2,RIL,993576,16146638,16.25103465,0.3833102493,4.634067694,0.4136945983,5.296290686,0.03350585671,0.4050724144,0.03616180877,0.462958549,276974,NA,46208,528624,141770,NA,70242,17712,11630,NA,214131,5770776,3861549,30534,113094,189308,19116,244731,267198,239617,2252285,2574995,22549,27121,95386,349669,13900,NA,6314,NA,61036,46432,3271,NA,28085,44101,8380,NA,NA,3950,28476,60328,NA,NA
LANMLR17B023,MT1,RIL,980366,16535148,16.86630095,0.5081317204,10.12110215,0.6360551075,9.868716398,0.01960202268,0.390438278,0.02453687921,0.3807020796,67089,NA,29760,771451,112066,NA,44395,15122,21015,30719,301204,5490731,2500605,32171,83249,62353,18929,293693,484656,259260,2997930,3788757,18587,25191,15521,373546,NA,NA,11158,NA,16656,21434,15813,NA,2316,15588,17552,NA,NA,4086,13654,15227,27576,NA
LANMLR17B151,MT2,RIL,912771,15554456,17.04091826,0.5128209775,4.629324248,0.9281481616,2.02082163,0.09363243833,0.8452363227,0.1694641587,0.3689678561,70913,NA,110366,604470,127022,NA,225199,56598,20393,NA,510920,4761861,2702940,33975,79265,97384,102436,223030,640982,181816,3197213,2445657,22743,52085,71546,213137,NA,NA,80544,NA,7860,49555,31300,NA,16620,35004,59131,NA,NA,19808,34356,67559,173621,NA
PT_MEXI5,MT3,PT,869041,16169034,18.60560549,2.465755735,48.30364372,2.45428475,37.27024291,0.04997153909,0.9789320921,0.04973906563,0.7553268047,73217,NA,11856,585013,198955,NA,29426,29234,32647,86367,572688,5590736,2973846,34583,53589,47199,29098,441876,430222,310196,1948438,3448553,22722,32276,5256,666913,NA,NA,3892,NA,10020,122641,97803,NA,10271,28805,59241,NA,NA,21160,14272,45086,103830,NA
PT_MEXI5,MT1,PT,694201,16670375,24.01375826,1.81488164,37.65415704,1.643114896,32.10038972,0.06128332602,1.271472437,0.05548325779,1.08393771,141585,NA,13856,410340,128420,NA,21803,25147,25392,51210,521736,5384772,3550354,67553,27668,61782,22767,444783,355659,389690,1875834,3751640,7020,24705,4320,471549,NA,NA,22850,NA,65696,63754,41604,NA,1549,66810,42402,NA,NA,6645,21584,19871,28807,NA
LANMLR17B023,MT2,RIL,628138,15603543,24.84094737,0.6093993854,5.714124821,1.216819783,4.308609399,0.09455148208,0.8865761659,0.188795914,0.6685031429,94435,NA,62153,400586,70964,NA,192754,37876,6399,34912,355150,4944261,2875329,26890,154276,174803,75629,267793,387563,308386,2778773,2689090,26443,51680,119868,212777,NA,NA,80762,NA,48278,77854,85313,NA,21400,62728,91795,NA,NA,22842,42782,63065,136135,NA
LANMLR17B021,MT1,RIL,453925,11792692,25.97938426,2.169353008,29.48263337,1.877866061,53.33393871,0.03911343962,0.5315719461,0.03385792931,0.9616110349,114103,7523,4405,244315,83579,1371,9526,9556,18945,39920,129871,3743168,2318702,31186,24077,26410,8272,234936,156992,280368,1752464,2974325,7953,17156,7494,156624,3931,2026,4880,797,3997,13827,11883,905,2220,6002,8469,76446,140697,86950,4172,10438,25399,1449
PT_MEXI5,MT1,PT,397341,10639286,26.77620986,1.259813612,21.80217453,0.6461451567,17.07822649,0.04450852057,0.7702588099,0.02282795227,0.6033643293,106861,4650,7082,200456,78292,6570,20453,8922,7591,102609,154403,3244394,3046027,44416,17403,40897,4576,120948,42340,151717,1048657,2495447,2646,56690,22580,122964,18626,3831,14616,2266,16409,118536,182247,2428,5224,27733,35369,180885,443214,392688,3745,19212,39465,1672
LANMLR17B042,MT1,RIL,417357,12185637,29.19715495,1.662376987,16.76219314,1.32561912,33.68854764,0.08113457509,0.8181016874,0.06469864828,1.644215493,158182,21824,9247,189463,38641,16481,14128,15372,25962,46435,155000,3729836,1814197,28163,37514,65271,12258,311518,276531,289301,2208908,3112245,10329,6108,10080,118254,2773,380,1135,818,1682,6742,2040,751,953,5791,7631,15955,15695,8639,1402,1691,7309,720
LANMLR17B144,MT2,RIL,495660,16495961,33.28079934,1.483128209,8.383649849,0.8203602576,15.59434347,0.1421901495,0.8037554797,0.07864940261,1.495057551,105175,NA,24538,255946,110001,NA,17492,36393,22663,43648,205718,4403354,3246591,37559,83806,163745,20130,382654,386128,502740,2652362,4118100,22603,26331,34843,742623,5634,NA,11610,NA,25207,7165,3293,NA,19627,32776,10310,NA,NA,4626,26599,44427,NA,NA
LANMLR17B100,MT1,RIL,495185,16655454,33.63481123,2.10652921,37.51910861,1.563261481,38.15505571,0.09021258757,1.606764272,0.0669470248,1.633998849,196586,NA,9603,224237,64759,NA,28085,20229,27972,35626,360296,5242622,3016994,51232,59346,44802,15012,366403,415947,316139,2398272,4149065,14043,27340,7940,451922,1453,NA,6158,NA,103565,77613,8462,NA,6258,82427,16181,NA,NA,12115,63601,141655,NA,NA
LANMLR17B057,MT1,RIL,348482,11769157,33.77263962,2.24903059,43.73265834,1.883455407,44.74019819,0.04705203667,0.9149322613,0.03940382726,0.9360110329,78436,2272,4642,221882,41250,1583,10529,10440,23085,29595,203007,3990891,1767222,30806,27292,20606,8743,207684,255925,172464,2211022,2777157,2407,14152,4547,221148,4273,1132,4967,727,5275,12679,8826,1239,5125,9212,14963,114399,149835,59613,6753,15250,48543,1865
LANMLR17B062,MT2,RIL,375773,12989538,34.56751283,0.2328315668,7.251447404,0.9664202369,11.30480093,0.01091080604,0.3398127549,0.04528777564,0.5297584513,45062,5777,11227,239579,74128,18238,16582,2614,10528,24024,81412,NA,3646570,16609,44881,12720,10850,126919,206184,155944,3157682,5423959,10887,13228,NA,152150,22645,NA,3885,NA,6734,20421,NA,NA,NA,6898,16142,100626,187301,118151,6222,21297,47508,NA
LANMLR17B071,MT1,RIL,477856,16687889,34.92242224,4.270028011,62.45112045,3.096638655,64.37478992,0.1068071705,1.562103913,0.07745691875,1.61022109,79161,NA,7140,285449,106106,NA,17644,30488,27322,40942,445901,5245730,2654162,52287,51140,38742,22110,459636,565413,383828,2513089,4013392,18854,32501,5776,731535,NA,NA,4597,NA,6151,46953,37375,NA,17741,18384,32633,NA,NA,14824,10174,36199,90760,NA
LANMLR17B040,MT2,RIL,439233,17418705,39.65709544,1.250462557,32.45135846,2.049566657,39.07361963,0.06372040631,1.653639075,0.1044407283,1.99109274,184328,NA,10269,201521,43115,NA,25264,12841,25461,23665,333243,6020545,2686175,40646,61456,129102,21047,401247,510981,281231,3179279,3527621,17991,21502,3325,151107,2690,NA,1900,NA,12895,8352,3233,NA,9361,18187,5480,NA,NA,1105,19419,52992,NA,NA
LANMLR17B064,MT3,RIL,426630,17099818,40.08114291,2.573902288,56.88329358,4.155667462,66.57752452,0.1005619374,2.222420887,0.1623612415,2.601172889,72802,NA,11319,289712,52797,NA,32796,29134,29726,112509,643862,5313447,2521439,44739,97472,73003,47038,753591,552760,470437,2687501,3575810,21434,25940,8860,643135,NA,NA,939,NA,10126,6919,3468,NA,5628,9179,2863,NA,NA,945,10352,20934,NA,NA
LANMLR17B138,MT3,RIL,421567,17073472,40.50002016,3.589794897,42.28064032,2.970485243,74.30952976,0.1208070639,1.422866811,0.09996548851,2.500732317,105820,NA,7996,237602,70149,NA,48677,28704,60629,59569,338076,5658049,2670008,17022,103613,38853,23752,594179,481551,326238,3151402,3396310,24560,6091,7383,313299,NA,NA,9024,NA,11887,86349,53722,NA,24904,30669,37819,NA,NA,11921,12425,38020,65102,NA
PT_MEXI5,MT2,PT,420542,17159382,40.80301611,1.792006001,20.51553793,1.819545649,39.36530219,0.09117525189,1.04380752,0.09257643826,2.002862346,146427,NA,9332,183416,81367,NA,23733,16723,19035,33796,191451,4990837,4500380,47394,55910,62262,16980,367357,263348,499198,1985055,3952100,29977,23017,3006,434360,NA,NA,9004,NA,8404,18635,16095,NA,3349,14183,12442,NA,NA,21552,10507,11585,21147,NA
