,ROW_ID,PLANT_ID,FIELD,LOCATION,LAT,LON,ELE,SERIES,YEAR,ROW_NUM,PLANT_NUM,PLANTED,X1,Y1,X2,Y2,X_MID,Y_MID,CROSS,PANEL,TYPE,BLOCK,GENOTYPE,geno_pla,STOCK_FIELD,MUM_STOCK,DAD_STOCK,MUM_GEN,BLOCK_FIELD,lipid_batch_number,DTS,DTA,LPCs,PCs,CE_20_3,DG_34_2,DG_36_2,DG_36_3,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_4_C,PC_36_5_A,PC_36_5_B,PC_37_3,PC_38_2,PC_38_3_K,PC_38_5_A,PC_p_34_2__PC_o_34_3,PC_p_36_3__PC_o_36_4,PC_p_36_4__PC_o_36_5,PE_34_2,SM_d32_1,SM_d36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
241,RS16-3053,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3053,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B012,,,RS15_514.1,,LANMLR17B012,PV1,BATCH3,54,53,4682150,14141998,NA,NA,4819,3025,13254,107632,38301,70921,2562295,1903001,4588,85363,13004,21439,40527,510529,5420274,2637868,35754,3728,44036,38703,27572,345647,282509,273923,1940725,17101,2309781,21784,11944,11329,NA,14547,NA,NA,29323,400759,NA,NA,NA,NA,10166,6183,NA,NA,1863,32500,164719,75170,7451,8800,NA,8501,70463,163093,607512,706020,NA,3220,14080,40542,123653,298160,NA,NA,17355
351,RS16-3338,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3338,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B012,,,RS15_514.1,,LANMLR17B012,PV2,BATCH4,54,50,3370223,8545045,8604,120639,NA,6142,86800,61703,9696,48432,2337397,912995,11726,47110,3452,12486,53727,148056,NA,1787562,32464,NA,39691,33161,18250,246475,270009,317962,1572628,NA,3911299,NA,NA,10357,10015,18615,NA,NA,NA,535953,6573,NA,2733,NA,1862,NA,NA,NA,NA,20958,14411,NA,NA,NA,NA,NA,15840,22133,177434,299510,139264,NA,4228,17722,45776,103804,493875,1413760,NA
432,RS16-3570,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3570,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B012,,,RS15_514.1,,LANMLR17B012,PV3,BATCH4,52,52,2297814,10896884,30397,82629,NA,7911,43616,27025,2679,22068,1377451,868591,17196,42127,861,18857,38888,291675,2026068,2021585,41044,NA,52868,35163,18216,196875,357269,311969,1758715,14712,3614293,NA,NA,10704,10109,17690,NA,NA,NA,252903,10644,NA,21044,NA,66024,NA,NA,NA,NA,13032,38329,NA,NA,NA,NA,NA,22408,28859,156574,283745,235786,NA,5638,13373,42343,43377,166097,535866,NA
11,RS16-2035,,MT2016,MT,19.2,-99.5,2582,RS,2016,2035,NA,4/5/16,-99.5477,19.22441818,-99.54767059,19.22441879,-99.54768529,19.22441849,,B73xPT,E,BLOCK1,LANMLR17B013,,IS2015,15H313,PSIB,LANMLR17B013,MT1,BATCH2,145,139,5422428,4330449,NA,25039,NA,NA,12362,131119,19290,135105,4956048,180866,9005,30898,9708,14397,425027,23173,1470277,807227,16085,NA,81848,130645,7775,65161,111168,88512,776236,NA,123497,NA,NA,18713,NA,14855,NA,106242,NA,39173,66755,NA,NA,9895,9098,NA,NA,6334,NA,16000,98992,75565,8055,16254,NA,NA,52104,81407,675709,611125,349242,NA,NA,10548,52188,132061,NA,NA,10260
125,RS16-2359,,MT2016,MT,19.2,-99.5,2582,RS,2016,2359,NA,4/5/16,-99.54740512,19.22464944,-99.54737616,19.22465006,-99.54739064,19.22464975,,B73xPT,E,BLOCK2,LANMLR17B013,,IS2015,15H313,PSIB,LANMLR17B013,MT2,BATCH1,139,128,1570769,14804023,NA,NA,NA,NA,NA,121714,NA,99152,1168536,181367,NA,199772,28846,17820,NA,306006,5349308,2920693,25387,NA,86035,83031,72318,330657,298980,264771,2572273,NA,2057137,22148,33676,25822,12008,24486,NA,72849,NA,267440,NA,232485,NA,NA,71781,12614,5048,NA,88379,20983,55910,37413,NA,12548,109109,7367,37157,60772,NA,NA,19210,NA,13101,41694,58257,121224,NA,NA,NA
249,RS16-3064,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3064,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B013,,,15H313,,LANMLR17B013,PV1,BATCH4,57,53,2332048,7898791,13317,154706,NA,6007,92762,47429,8558,68524,1589647,617890,2102,68831,11542,21150,30426,201166,1616399,1190093,23516,NA,49851,28690,17474,209133,318827,161272,1407103,9920,2496608,NA,NA,8693,11822,14173,NA,NA,NA,359110,3376,NA,17482,NA,136542,NA,NA,NA,NA,61497,38667,NA,NA,NA,NA,NA,74690,55480,367654,364337,112502,NA,15777,45972,169960,364718,1405263,1260075,NA
353,RS16-3341,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3341,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B013,,,15H313,,LANMLR17B013,PV2,BATCH4,55,52,1023150,10425274,18967,156237,NA,9721,105946,74795,6964,21731,709149,210511,22801,70545,9781,25732,61798,317605,1696925,1691696,30253,NA,91825,48243,27056,608733,344426,597255,1606707,13960,3114043,NA,NA,17807,14902,13181,NA,NA,NA,286726,8508,NA,12410,NA,152687,NA,NA,NA,NA,8085,38574,NA,NA,NA,NA,NA,13183,22501,320239,447578,216894,NA,6511,10273,93940,124102,583384,1341291,NA
416,RS16-3546,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3546,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B013,,,15H313,,LANMLR17B013,PV3,BATCH3,57,55,7215600,12496789,NA,NA,14015,7940,9843,117858,48454,98626,3758907,3191755,24593,61120,1382,13232,49742,269106,5925362,2726167,25639,6781,45327,37215,25889,476927,255238,327420,2063279,NA,15857,25219,16905,19305,NA,14087,NA,NA,70997,344129,NA,NA,NA,NA,14015,2963,NA,NA,10459,19025,64437,28093,1290,3826,NA,9654,30138,41663,417462,636362,NA,7869,7927,15902,56250,113832,NA,NA,4346
243,RS16-3055,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3055,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B018,,,15H314,,LANMLR17B018,PV1,BATCH3,51,50,6163596,13089793,NA,NA,7947,3148,12887,118182,51727,153354,3826977,2013356,20064,50810,12441,19699,46755,374260,6063360,2518544,47707,8010,30556,14349,25015,351541,415406,212809,2739803,NA,18491,32189,18816,4107,NA,19429,NA,NA,45632,394641,NA,NA,NA,NA,12993,10606,NA,NA,2589,21847,48445,18930,2850,3967,NA,11241,31137,81051,587774,668021,NA,7342,9157,30092,80136,280426,NA,NA,1859
314,RS16-3297,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3297,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B018,,,15H314,,LANMLR17B018,PV2,BATCH4,52,55,2611080,8228400,24978,126954,NA,6534,66156,42146,6512,82844,1523469,956109,11046,43632,5932,9872,38030,202439,1547606,1461570,29523,NA,49021,16105,14469,154855,337682,177530,1332163,NA,2763987,NA,NA,9939,9532,13467,NA,NA,NA,319265,14992,NA,10323,NA,124635,NA,NA,NA,NA,8601,25924,NA,NA,NA,NA,NA,15148,34916,338062,391402,157212,NA,2558,8658,82552,204128,1033734,1580879,NA
436,RS16-3575,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3575,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B018,,,15H314,,LANMLR17B018,PV3,BATCH4,51,50,1383793,11899466,4933,41335,NA,7251,23972,16974,3355,25904,846983,490577,15610,16792,4731,5946,20734,89276,2439286,2674089,10317,NA,25134,6862,6293,89429,118716,78375,1796792,NA,4484864,NA,NA,2500,5020,8700,NA,NA,NA,140938,5339,NA,31960,NA,102002,NA,NA,NA,NA,5660,9102,NA,NA,NA,NA,NA,6053,6654,61135,111907,110020,NA,3254,2380,14152,37494,204265,698147,NA
252,RS16-3067,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3067,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B019,,,15H315,,LANMLR17B019,PV1,BATCH3,52,49,4808241,13446007,NA,NA,17101,7407,16507,121555,57100,60065,2418280,2151241,16379,54244,10441,21976,103163,350319,5923656,2630993,40447,3970,46203,39824,40112,791386,318228,479490,2383507,NA,24041,30801,19399,27235,NA,19059,NA,NA,71134,475166,NA,NA,NA,NA,11691,8647,NA,NA,7003,20716,78801,32653,7612,8698,NA,11274,47227,86942,846876,1030118,NA,8227,13359,27805,182280,351336,NA,NA,13258
335,RS16-3321,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3321,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B019,,,15H315,,LANMLR17B019,PV2,BATCH4,53,50,2609369,7779370,8341,107417,NA,6130,68169,47893,8627,29658,1368942,1154249,10241,31813,1340,12146,91950,126140,1431756,1415925,24024,NA,72901,41626,14581,302731,205516,425893,1251942,NA,2287896,NA,NA,10523,6905,13521,NA,NA,NA,272041,13795,NA,10782,NA,15337,NA,NA,NA,NA,126780,103719,NA,NA,NA,NA,NA,175802,248610,424741,616753,358186,NA,39234,90849,299739,197626,515909,1342365,NA
451,RS16-3593,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3593,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B019,,,15H315,,LANMLR17B019,PV3,BATCH2,54,50,4081434,8611366,NA,4739,NA,NA,1303,453455,37974,136325,2375614,1078066,176592,7190,4963,7658,46535,34835,2401780,2264201,18513,NA,7011,13707,2912,52752,77659,63516,1511422,NA,1911147,NA,NA,2362,NA,4777,NA,1834,NA,28987,18749,NA,NA,352,2410,NA,NA,649,NA,1074,2767,1093,695,589,NA,NA,2695,1556,2594,2379,2007,NA,NA,2447,1455,2184,NA,NA,429
82,RS16-2110,,MT2016,MT,19.2,-99.5,2582,RS,2016,2110,NA,4/5/16,-99.54761503,19.22452223,-99.54758582,19.22452284,-99.54760043,19.22452254,,B73xPT,E,BLOCK1,LANMLR17B021,,IS2015,15H316,PSIB,LANMLR17B021,MT1,BATCH2,129,127,453925,11792692,NA,2355,NA,NA,6369,114103,7523,4405,244315,83579,1371,9526,9556,18945,39920,129871,3743168,2318702,31186,NA,24077,26410,8272,234936,156992,280368,1752464,NA,2974325,NA,NA,7953,NA,17156,NA,7494,NA,156624,3931,NA,NA,2026,4880,NA,NA,797,NA,3997,13827,11883,905,2220,NA,NA,6002,8469,76446,140697,86950,NA,NA,4172,10438,25399,NA,NA,1449
149,RS16-2385,,MT2016,MT,19.2,-99.5,2582,RS,2016,2385,NA,4/5/16,-99.54735933,19.22449345,-99.54733005,19.22449406,-99.54734469,19.22449376,,B73xPT,E,BLOCK2,LANMLR17B021,PT,IS2015,15H316,PSIB,LANMLR17B021,MT2,BATCH4,133,131,208747,14010005,2233,76020,NA,1967,59995,70988,5412,2728,92477,37142,3370,17652,11878,26887,53246,141313,NA,2961170,42339,NA,46750,30399,9590,246863,280790,413705,2271899,NA,7406870,NA,NA,12302,11996,20986,NA,NA,NA,355558,7359,NA,3418,NA,969,NA,NA,NA,NA,2816,10229,NA,NA,NA,NA,NA,3275,7774,64615,132214,14194,NA,903,2539,9232,23466,106751,354466,NA
172,RS16-2545,,MT2016,MT,19.2,-99.5,2582,RS,2016,2545,NA,4/5/16,-99.54719378,19.22463345,-99.54716478,19.22463406,-99.54717928,19.22463375,,B73xPT,E,BLOCK3,LANMLR17B021,PT,IS2015,15H316,,LANMLR17B021,MT3,BATCH1,133,132,139744,16767386,NA,NA,NA,NA,NA,34394,NA,2448,82869,20033,NA,21055,27098,39645,74519,385891,5251183,2625887,38937,NA,79432,39809,25623,430226,516215,329017,2684600,NA,4052678,41811,38108,18108,9905,28273,NA,9366,NA,860005,NA,12879,NA,NA,34385,4869,4384,NA,28437,10039,34108,23606,NA,19517,23694,6131,20429,38219,NA,NA,7969,NA,7620,16166,42356,134148,NA,NA,NA
250,RS16-3065,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3065,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B021,PT,,15H316,,LANMLR17B021,PV1,BATCH4,50,48,312185,9957743,16973,146301,NA,6437,142583,159937,7553,3578,111403,29714,3095,61066,4553,25948,103352,428072,1664425,1655902,49178,NA,82576,39409,25608,406056,541072,370601,1627012,17724,2772215,NA,NA,11515,39061,29303,NA,NA,NA,656083,6395,NA,17175,NA,205860,NA,NA,NA,NA,9206,18948,NA,NA,NA,NA,NA,8651,25841,240197,292605,109059,NA,1945,9622,79729,230642,1233806,1677549,NA
330,RS16-3314,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3314,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B021,PT,,15H316,,LANMLR17B021,PV2,BATCH4,54,49,299658,9955638,11296,167468,NA,4400,151159,137572,7886,3233,104556,46411,8483,37028,1973,15351,81012,294953,1749092,1739693,46178,NA,64736,40204,18310,353891,370425,410254,1562200,NA,3097668,NA,NA,12344,21536,30307,NA,NA,NA,535932,10616,NA,13794,NA,160155,NA,NA,NA,NA,11527,36430,NA,NA,NA,NA,NA,15146,32151,381042,610114,335763,NA,6226,16771,90905,146029,818268,1573011,NA
435,RS16-3574,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3574,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B021,PT,,15H316,,LANMLR17B021,PV3,BATCH4,52,50,282270,9747026,19403,190923,NA,4097,123936,138349,11072,2449,95203,35197,3490,37590,2953,12491,77671,197584,1907466,1859330,37165,NA,59509,41453,17191,375249,255943,451650,1502605,NA,2847682,NA,NA,14399,15256,30349,NA,NA,NA,514183,15869,NA,17916,NA,211085,NA,NA,NA,NA,18791,46011,NA,NA,NA,NA,NA,39928,35911,373415,637898,339231,NA,13542,15843,118245,138419,634012,1787796,NA
33,RS16-2059,,MT2016,MT,19.2,-99.5,2582,RS,2016,2059,NA,4/5/16,-99.54765728,19.22443952,-99.5476279,19.22444013,-99.54764259,19.22443982,,B73xPT,E,BLOCK1,LANMLR17B023,B73,IS2015,15H317,PSIB,LANMLR17B023,MT1,BATCH1,132,132,980366,16535148,NA,NA,NA,NA,NA,67089,NA,29760,771451,112066,NA,44395,15122,21015,30719,301204,5490731,2500605,32171,NA,83249,62353,18929,293693,484656,259260,2997930,NA,3788757,16008,26763,18587,8289,25191,NA,15521,NA,373546,NA,21573,NA,NA,11158,7734,5999,NA,10289,16656,21434,15813,NA,2316,17582,6069,15588,17552,NA,NA,4086,NA,4136,13654,15227,27576,NA,NA,NA
116,RS16-2344,,MT2016,MT,19.2,-99.5,2582,RS,2016,2344,NA,4/5/16,-99.54740303,19.22454713,-99.54737386,19.22454774,-99.54738845,19.22454744,,B73xPT,E,BLOCK2,LANMLR17B023,B73,IS2015,15H317,PSIB,LANMLR17B023,MT2,BATCH1,131,128,628138,15603543,NA,NA,NA,NA,NA,94435,NA,62153,400586,70964,NA,192754,37876,6399,34912,355150,4944261,2875329,26890,NA,154276,174803,75629,267793,387563,308386,2778773,NA,2689090,16181,42249,26443,12943,51680,24295,119868,NA,212777,NA,177377,NA,NA,80762,18564,12916,NA,52817,48278,77854,85313,NA,21400,61155,17185,62728,91795,NA,NA,22842,NA,14346,42782,63065,136135,NA,NA,NA
277,RS16-3099,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3099,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B023,B73,,15H317,,LANMLR17B023,PV1,BATCH4,57,56,878103,12302271,14546,106811,NA,9002,107687,100340,11747,33808,671609,60599,18508,146218,20784,40874,80211,640296,1934377,1858973,45146,NA,134712,52671,50682,664818,930165,403007,1931098,26562,3250166,NA,NA,13868,34650,24485,NA,NA,NA,376206,4040,NA,2821,NA,19057,NA,NA,NA,NA,9093,19596,NA,NA,NA,NA,NA,14133,27208,169261,149247,56150,NA,2701,9476,64662,137752,485420,372587,NA
342,RS16-3329,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3329,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B023,B73,,15H317,,LANMLR17B023,PV2,BATCH4,57,55,682391,9706827,17061,128419,NA,7460,90986,66773,6332,12798,463028,133460,18682,97022,9686,18999,100325,443072,1381594,1381291,27934,NA,94778,67401,37133,749052,380362,720229,1322679,15876,2796011,NA,NA,15568,10021,19112,NA,NA,NA,404179,7783,NA,10791,NA,125781,NA,NA,NA,NA,13139,64629,NA,NA,NA,NA,NA,26398,27564,541702,811686,418984,NA,7764,7032,163093,186961,725991,1284504,NA
439,RS16-3578,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3578,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B023,B73,,15H317,,LANMLR17B023,PV3,BATCH4,55,NA,2207824,8028329,12244,107850,NA,7844,85415,49114,7505,47851,1224609,878745,3055,85710,11446,26978,73268,456699,1279366,1267098,40031,NA,68403,48543,37492,533639,548016,467118,1253799,16783,1762203,NA,NA,15669,14276,18737,NA,NA,NA,540614,4370,NA,13904,NA,58626,NA,NA,NA,NA,7538,24968,NA,NA,NA,NA,NA,12990,42806,468538,634013,240972,NA,2625,9465,123630,235796,1149394,1450398,NA
81,RS16-2109,,MT2016,MT,19.2,-99.5,2582,RS,2016,2109,NA,4/5/16,-99.54761507,19.22452905,-99.54758588,19.22452966,-99.54760047,19.22452935,,B73xPT,E,BLOCK1,LANMLR17B024,,IS2015,15H318,PSIB,LANMLR17B024,MT1,BATCH1,134,NA,7060605,10065341,NA,NA,NA,NA,NA,99065,NA,217006,5912986,831548,NA,30736,12073,15427,21261,166166,3814854,1734696,21550,NA,56661,41962,11166,261885,209867,174492,1632453,NA,1786383,5505,14384,12206,6029,10495,NA,25090,NA,60683,2183,7725,NA,NA,7328,11765,4529,NA,13640,265743,184768,61612,NA,7102,4454,73233,76609,21642,NA,NA,16521,NA,15726,83769,152301,NA,NA,NA,NA
155,RS16-2527,,MT2016,MT,19.2,-99.5,2582,RS,2016,2527,NA,4/5/16,-99.54723399,19.22457115,-99.54720487,19.22457177,-99.54721943,19.22457146,,B73xPT,E,BLOCK3,LANMLR17B024,,IS2015,15H318,,LANMLR17B024,MT3,BATCH1,131,NA,3904278,13389773,NA,NA,NA,NA,NA,74506,NA,61234,2424979,1343559,NA,26466,23549,32508,82559,286686,4283318,2299463,31524,NA,61966,49253,18499,451869,326816,324438,1975091,NA,2996632,16107,51683,19500,9207,12139,NA,10500,NA,600580,NA,3170,NA,NA,4980,3552,4312,NA,1764,6112,44279,33465,NA,29440,5833,3302,20217,30646,NA,NA,14984,NA,5818,10225,41144,92936,NA,NA,NA
258,RS16-3078,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3078,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B024,,,15H318,,LANMLR17B024,PV1,BATCH4,54,52,1739089,9849521,11762,154169,NA,8395,136188,48156,5649,29235,1187241,468808,4836,57097,14332,35019,55393,435307,1485685,1469471,53772,NA,94651,48474,31593,536783,554677,398468,1470682,18101,3011851,NA,NA,11967,31234,30128,NA,NA,NA,602580,2491,NA,1415,NA,19131,NA,NA,NA,NA,7394,23437,NA,NA,NA,NA,NA,13575,29200,252870,302710,120962,NA,2239,5943,75777,148951,807173,1073976,NA
317,RS16-3300,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3300,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B024,,,15H318,,LANMLR17B024,PV2,BATCH4,47,47,2991857,8048494,7362,141849,NA,2762,80373,44796,11117,74017,1635306,1226621,11745,41681,4188,9680,33716,122143,1703998,1599842,19412,NA,46257,30362,14753,219101,135576,304399,1047096,NA,2675320,NA,NA,12166,5937,11122,NA,NA,NA,182108,13345,NA,12865,NA,159336,NA,NA,NA,NA,18807,40214,NA,NA,NA,NA,NA,26089,30261,297391,542824,311523,NA,11259,13211,110207,139403,541536,1637430,NA
415,RS16-3545,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3545,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B024,,,15H318,,LANMLR17B024,PV3,BATCH4,54,52,1007507,10134927,24088,168513,NA,8522,88797,40781,4116,18557,642508,301545,21345,43284,9006,19118,47997,252881,1863679,1840615,24302,NA,74149,46037,20555,365726,242320,366405,1571185,NA,3289218,NA,NA,11909,10979,14217,NA,NA,NA,169227,10219,NA,19912,NA,214473,NA,NA,NA,NA,26943,49352,NA,NA,NA,NA,NA,62770,56102,340287,516776,276072,NA,15747,39121,112438,99350,540796,1386979,NA
71,RS16-2099,,MT2016,MT,19.2,-99.5,2582,RS,2016,2099,NA,4/5/16,-99.54761547,19.22459724,-99.54758641,19.22459785,-99.54760094,19.22459754,,B73xPT,E,BLOCK1,LANMLR17B026,,IS2015,15H319,PSIB,LANMLR17B026,MT1,BATCH1,NA,NA,4348140,13505143,NA,NA,NA,NA,NA,58949,NA,104275,3295370,889546,NA,14546,8068,18340,21460,247007,4074869,1875678,26344,NA,63883,37405,19105,401964,432114,285807,2708254,NA,3159922,26751,14237,23861,13673,19725,NA,12130,NA,141785,NA,917,NA,NA,5634,4956,4384,NA,2144,9273,23003,14986,NA,8032,6230,2243,13980,23176,NA,NA,6070,NA,3755,9056,29479,72659,NA,NA,NA
146,RS16-2381,,MT2016,MT,19.2,-99.5,2582,RS,2016,2381,NA,4/5/16,-99.54735997,19.22452074,-99.54733075,19.22452135,-99.54734536,19.22452104,,B73xPT,E,BLOCK2,LANMLR17B026,,IS2015,15H319,PSIB,LANMLR17B026,MT2,BATCH1,125,122,2680117,14369257,NA,NA,NA,NA,NA,98392,NA,114419,2142283,325023,NA,18968,3333,15366,19619,220889,4365589,2012741,30338,NA,74117,52749,27664,474241,420492,306780,3262827,NA,2878515,27966,28018,42395,19563,35083,NA,32004,NA,262125,4797,11182,NA,NA,10939,2710,3192,NA,65934,45881,54244,13374,NA,16610,38252,86435,82964,23178,NA,NA,33876,NA,45327,104247,155081,NA,NA,NA,NA
202,RS16-2589,,MT2016,MT,19.2,-99.5,2582,RS,2016,2589,NA,4/5/16,-99.54714201,19.22438189,-99.5471125,19.2243825,-99.54712725,19.2243822,,B73xPT,E,BLOCK3,LANMLR17B026,,IS2015,15H319,,LANMLR17B026,MT3,BATCH4,129,128,2644685,10076382,16858,90045,NA,4002,122887,99210,11733,202338,2147670,183734,4405,26141,3969,29289,34398,208999,2183866,1130748,21988,NA,83326,22356,15725,210673,493692,104507,2136196,10990,3313647,NA,NA,11518,14111,15838,NA,NA,NA,234188,9244,NA,25880,NA,126556,NA,NA,NA,NA,9619,19474,NA,NA,NA,NA,NA,12754,23824,226539,206018,72042,NA,3551,8644,64477,124184,726279,444884,NA
292,RS16-3115,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3115,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B026,,,15H319,,LANMLR17B026,PV1,BATCH4,57,54,211904,10777720,6651,80732,NA,5298,60419,18093,1354,3647,155955,32855,8577,55637,16982,62184,92986,500304,1513094,1418622,35427,NA,109367,29843,66739,1097831,841850,501210,1513021,23702,2826521,NA,NA,17574,33584,12665,NA,NA,NA,649565,2374,NA,6004,NA,72541,NA,NA,NA,NA,6247,12619,NA,NA,NA,NA,NA,8760,24578,313775,238106,56779,NA,2368,6817,124103,248367,1464184,1151916,NA
359,RS16-3347,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3347,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B026,,,15H319,,LANMLR17B026,PV2,BATCH4,NA,52,1526194,7576349,21885,124548,NA,5923,84306,46575,7267,39081,1087150,346121,9879,61493,1433,17265,33754,192197,1584741,1360911,17868,NA,71012,21007,19849,228561,253670,199008,1279687,NA,2208138,NA,NA,3636,2037,10203,NA,NA,NA,389931,17973,NA,12233,NA,158475,NA,NA,NA,NA,26490,62593,NA,NA,NA,NA,NA,19825,69441,630635,671383,210785,NA,6769,15507,190330,268542,1512861,1803787,NA
430,RS16-3567,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3567,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B026,,,15H319,,LANMLR17B026,PV3,BATCH4,55,52,2292304,8051604,24857,157322,NA,7554,64173,29807,4274,45926,1485287,727010,9374,33531,2872,18096,33197,149963,1637608,1478865,22070,NA,59935,24100,14349,169870,195695,167908,1387941,NA,2623514,NA,NA,7229,2764,12723,NA,NA,NA,283509,13461,NA,19022,NA,77071,NA,NA,NA,NA,11594,41514,NA,NA,NA,NA,NA,20670,36848,488920,663633,266994,NA,5694,10523,106642,131231,914182,1603955,NA
2,RS16-2026,,MT2016,MT,19.2,-99.5,2582,RS,2016,2026,NA,4/5/16,-99.5477,19.22447955,-99.54767071,19.22448015,-99.54768536,19.22447985,,B73xPT,E,BLOCK1,LANMLR17B027,,IS2015,15H320,PSIB,LANMLR17B027,MT1,BATCH2,134,134,5295386,5808897,NA,34010,NA,NA,20493,74135,8617,88858,4284561,839215,5733,15527,1736,4030,111035,37609,1833791,945843,18981,NA,26519,44202,2282,40210,91414,49533,1306509,NA,1224489,NA,NA,8031,NA,13342,NA,28081,NA,63832,10701,NA,NA,11081,16216,NA,NA,10864,NA,21585,67510,43441,13413,32864,NA,NA,30422,40951,286422,494864,271721,NA,NA,18932,33828,66216,NA,NA,2998
126,RS16-2360,,MT2016,MT,19.2,-99.5,2582,RS,2016,2360,NA,4/5/16,-99.54740526,19.22465626,-99.54737632,19.22465688,-99.54739079,19.22465657,,B73xPT,E,BLOCK2,LANMLR17B027,,IS2015,15H320,PSIB,LANMLR17B027,MT2,BATCH2,141,137,2535837,8582420,NA,23741,NA,NA,19347,148613,29002,95562,2081420,181240,3532,30111,3926,7649,28594,66767,2805882,1488825,24466,NA,48573,105819,3940,95176,166351,102965,1876708,NA,1657830,NA,NA,3523,NA,23027,NA,38756,NA,106317,24110,NA,NA,2664,21205,NA,NA,2796,NA,20973,47339,27681,5049,11158,NA,NA,29072,34031,286225,438384,231517,NA,NA,21331,36603,83293,NA,NA,3076
